date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
0.000133,,,,,0.003467,,0.414912,DOWN
,,,0.146902,0.495537,,,,UP
,5.0,,0.193287,,,0.422915,0.414912,UP
,5.0,,0.193287,0.482594,,,0.414912,UP
0.000133,,,,,,,,UP
,,,,,,,,UP
,,0.595745,,,,,,UP
,,,,,0.003467,,,UP
,,0.638298,0.089798,0.439453,,,0.414912,UP
,,,,0.438411,,,,UP
0.000133,,,,,,,0.414912,DOWN
0.000133,5.0,0.702128,,,,,,UP
0.000133,,,,0.499554,,,,UP
,5.0,,,,,,0.414912,DOWN
,,,,,,,,DOWN
,,,0.076948,,,,0.414912,DOWN
,,,,,,,,DOWN
,5.0,0.829787,,,,,,DOWN
,,,,,,,0.414912,DOWN
,,,,,,,,DOWN
,,0.893617,,,0.003467,,,DOWN
,,,0.047586,,0.003467,,,DOWN
,,,,,0.003467,,,DOWN
,,0.957447,,,0.003467,,,DOWN
,,0.978723,,,0.003467,0.422915,,UP
,,,0.149664,,,,0.414912,UP
,,,,,0.003467,,,DOWN
0.000177,,,,,,,,DOWN
,,0.042553,,,,,,DOWN
,,,,,0.003467,,0.414912,DOWN
,,0.085106,,0.246355,,,,DOWN
,,,,,,,,DOWN
,,,,,,0.422915,,DOWN
,,,,,,,0.414912,DOWN
,6.0,,,0.11083,,,,DOWN
,,0.191489,0.046956,0.101607,,,,DOWN
,,,,0.105326,,,,DOWN
,,,,,,,,DOWN
,,,,,,0.422915,0.414912,DOWN
,,,,,,,,DOWN
,6.0,,,0.214073,,,,DOWN
,,,0.080581,,,,,DOWN
,,,0.072145,0.344243,0.003467,,,DOWN
,,,,,,,0.414912,DOWN
,,,,,,,,DOWN
,,0.404255,,,0.003467,,0.414912,DOWN
,,,0.047376,0.416989,,,,DOWN
,,0.446809,,,,,0.414912,DOWN
,,,,,,,,DOWN
,,,,,,,,DOWN
,,,,,,0.422915,,DOWN
,,,,,,,,DOWN
,,,,0.325796,,,0.414912,DOWN
0.000177,,,,,,,,DOWN
,,,,,,,,DOWN
,6.0,,,0.287266,,,,DOWN
,,,,,,,,UP
0.000177,,,0.072745,,,,,UP
0.000177,6.0,,,,0.003467,,,UP
,,,,,,,,UP
,,0.723404,,,,,,UP
,,,,,,,,UP
,,,,,,0.422915,,UP
,6.0,,0.072145,,,0.422915,,UP
,,,,,,,,DOWN
,,,,0.351532,0.003467,,0.414912,DOWN
,,,0.047256,,,0.422915,0.414912,DOWN
,,,,,,,,DOWN
,,,,0.282059,,,,DOWN
,,,0.047106,,,,,DOWN
0.000177,,0.93617,,,,,,UP
,6.0,,,,0.003467,,,DOWN
,6.0,,,,0.003467,,,DOWN
0.000177,,1.0,,0.316572,,,,DOWN
,,0.0,,,,,0.414912,DOWN
,,,,0.259,,,,DOWN
,,,,,,,,DOWN
,,,,,0.003467,0.422915,,DOWN
,,,,,,,,DOWN
0.000221,,,0.062417,,,,,UP
0.000221,,,,,0.003467,0.422915,,UP
,,,0.062417,,0.003467,,,UP
,,0.170213,,,,,0.414912,UP
,,,0.062417,0.052812,,,,UP
0.000221,,,,,,,,UP
,7.0,,,,,,0.414912,UP
0.000221,,,,,,,,UP
,,,0.046956,0.091937,,0.422915,,DOWN
,,,,,,0.422915,,DOWN
0.000221,,,,,,,,DOWN
,,,,0.230884,,,,DOWN
,7.0,,,,,0.422915,,DOWN
,,,,0.327581,,,,DOWN
,7.0,,,,,0.422915,0.414912,DOWN
,,,,0.355251,,,,DOWN
,,,,,,,,DOWN
0.000221,,,,,,,,UP
,7.0,,,,,,0.414912,DOWN
,7.0,,,,0.003467,,,UP
0.000221,7.0,,,,,,,UP
,,,0.047256,,0.003467,,,DOWN
0.000221,,,,0.244868,,,0.414912,DOWN
,7.0,,0.047256,,,,0.414912,DOWN
0.000221,,0.617021,,,,,,DOWN
,,,,,,,0.414912,DOWN
0.000221,,,,0.240405,,,,DOWN
,,0.680851,,0.240702,,,,DOWN
,7.0,,,,0.003467,,,DOWN
,,,,,,0.422915,,DOWN
,,,,,,,0.414912,DOWN
,7.0,,,0.403898,,,,UP
,,0.787234,0.047376,0.383071,,,,DOWN
,,,,0.366706,,,,DOWN
0.000221,,,,,,,,DOWN
,,,,,,0.422915,,DOWN
,,,,0.311068,,,,DOWN
,7.0,,,,,,,DOWN
0.000221,,,,,,,,DOWN
,7.0,0.93617,,,,,,DOWN
,,,,,,0.422915,,DOWN
,7.0,,,,,,0.414912,DOWN
0.000221,7.0,,0.047106,0.293663,,,,DOWN
0.000265,1.0,,,,0.003467,,,DOWN
,,,,,0.003467,,,DOWN
,1.0,,,,,,,DOWN
,,0.06383,,,0.003467,,,DOWN
,,,,,,,,DOWN
,,,0.046956,,0.003467,,0.414912,DOWN
,1.0,,,0.112169,,,,DOWN
,1.0,,,,,,,DOWN
,,,0.046806,,,0.422915,,DOWN
0.000265,,0.191489,,,,,,DOWN
,,,0.046806,,,,,DOWN
,,,0.047256,0.187742,0.003467,,,DOWN
,,,,,,,0.414912,DOWN
0.000265,,0.276596,,,,,,DOWN
,,,,0.375483,,,,UP
0.000265,1.0,,,,,,0.414912,UP
,,,,,,0.422915,,UP
0.000265,,,,,0.003467,,,UP
,,,,,0.003467,0.422915,0.414912,UP
0.000265,,,,0.529753,,,,UP
0.000265,,,,,0.003467,,,UP
,,,,0.498959,,,,UP
,,,0.10475,,,,,UP
,,,,,,,,UP
,,,,,,,,UP
,,,,,0.003467,,,UP
,,,,,,,,UP
0.000265,,,0.13105,0.478429,0.003467,0.422915,,UP
,,,,,,,,UP
,,,,0.467718,,,,UP
0.000265,,0.638298,,,0.003467,,,UP
,,,,,,,,UP
,,,,,,,0.414912,UP
,,,,0.53734,,,0.414912,UP
,,,,,,,,UP
,,,,,,,,UP
,,,,,,,,UP
,1.0,,,0.597292,,,0.414912,UP
,1.0,0.808511,,,,0.422915,,UP
,,0.829787,,,0.003467,,,UP
,1.0,,,,,,,UP
,,,,,,0.422915,0.414912,UP
,,,,,,,0.414912,UP
0.000265,1.0,,0.10475,,,,,UP
,,,,0.425022,0.003467,,,DOWN
,,,0.088327,,0.003467,0.422915,,DOWN
,,,,,,,,UP
,,,,,,,0.414912,DOWN
,,,,,0.003467,,0.414912,DOWN
,,,,0.438857,,,,DOWN
,,0.042553,,,,,,DOWN
,,,,,,,,DOWN
,,,,0.279232,,,,DOWN
,,,0.046956,,,,0.414912,DOWN
,2.0,,,0.193692,,0.422915,,DOWN
,2.0,,,,,,,DOWN
0.00031,,,,,,,,DOWN
,,,,,0.003467,0.422915,,DOWN
,,,,,0.003467,,,DOWN
,,,,,,0.422915,,DOWN
,,0.255319,0.085415,0.323862,,0.422915,,DOWN
,,,0.162093,,,,0.414912,UP
0.00031,,,,,,,,UP
,,,,,,,,UP
,,,,,,,,UP
0.00031,,,,,0.003467,,,UP
,,,0.179596,,0.003467,,,UP
,,,,,0.003467,,,UP
,,,0.162093,,,,0.414912,UP
,,0.446809,,,,,,DOWN
,,,,0.516513,,,0.414912,UP
,,0.489362,,0.509223,,,,UP
,,,0.13105,,,,,UP
,2.0,,,0.499851,,,,UP
0.00031,,,0.143389,,,,,UP
,,,,,0.003467,,,UP
,,,0.143389,,,0.422915,,UP
0.00031,2.0,0.617021,,0.47471,0.003467,,,UP
,,,,0.468015,,,,UP
,,0.659574,,,,0.422915,,UP
,,,,0.498959,,,,UP
,,,0.179596,,0.003467,,,UP
0.00031,,0.723404,0.194548,,,,,UP
0.00031,2.0,,,,,,,UP
,,,,0.665873,,,,UP
,,,,,,,,UP
,,,,,0.003467,,,UP
0.00031,,0.829787,0.179596,,,,,UP
0.00031,2.0,,,,,,,UP
,,,0.121713,,0.003467,,0.414912,DOWN
,,,,,0.003467,,0.414912,DOWN
,2.0,,0.10475,,0.003467,0.422915,,DOWN
0.00031,2.0,,,0.458941,0.003467,,0.414912,UP
,,,,,,,,DOWN
,,,,,,0.422915,,DOWN
,,,0.121713,,,,,DOWN
,3.0,,,,0.003467,,,DOWN
,,,,0.459387,0.003467,,,DOWN
,,,,,,,0.414912,DOWN
0.000354,3.0,,0.083794,,,,,DOWN
0.000354,,,,,,,,DOWN
0.000354,,,,,,,,DOWN
0.000354,,0.12766,,,0.003467,,,DOWN
0.000354,,,0.077999,,,0.422915,0.414912,DOWN
,,,0.062417,0.175245,,,,DOWN
,,0.191489,0.062417,,,0.422915,,DOWN
,,0.212766,,,,,,DOWN
,,,,0.243529,,0.422915,0.414912,DOWN
,,0.255319,,,,,,DOWN
,,,,0.451503,,,,UP
,,,0.162093,,,,,UP
,3.0,,0.193287,,0.003467,,,UP
,,,,,0.003467,,,UP
0.000354,3.0,,,0.533323,,,,UP
,,,,,,,,UP
,,,,,,,,DOWN
0.000354,,,,,,0.422915,,DOWN
,,,,,0.003467,,0.414912,DOWN
,,0.468085,,,,,,DOWN
0.000354,,,,0.503422,0.003467,,,DOWN
,,,,0.492264,,,,DOWN
,,0.531915,,,,,,DOWN
,3.0,,,0.472925,,,,DOWN
,,,0.089798,,,0.422915,,DOWN
,,,,,,,,DOWN
,,,,0.441238,,,,DOWN
,,,,,0.003467,,,DOWN
,,,,,,,,DOWN
,,,0.089798,,,,,DOWN
,,0.702128,,,0.003467,0.422915,,UP
,3.0,,,,,,,UP
,3.0,,,,,,,UP
,,,0.203525,,,,,UP
0.000354,,,,,,,,UP
,,0.808511,,,,,,UP
,,,,,0.003467,0.422915,,UP
,3.0,0.851064,,,,0.422915,,UP
,,,0.119731,,0.003467,,,UP
0.000354,,,,0.44823,,,0.414912,UP
0.000354,3.0,,0.119731,,0.003467,0.422915,,UP
,,,,,,,,UP
,,0.957447,,0.464296,,,0.414912,UP
,3.0,,,,,0.422915,,UP
,3.0,,0.121713,,,,,UP
0.000398,,,,,,,0.414912,UP
0.000398,4.0,0.021277,,,,,,UP
,,,,,,,,DOWN
,,,,,,0.422915,,DOWN
0.000398,,,,,,0.422915,,DOWN
,,0.106383,,0.261232,,,,DOWN
,,0.12766,,,,,,DOWN
,,,,0.186254,0.003467,,,DOWN
,4.0,,,0.170336,,0.422915,,DOWN
,,,,,,,0.414912,DOWN
,,,,,,,,DOWN
,,,,,,,,DOWN
,,,,,,,,DOWN
,4.0,0.276596,0.13105,,,,,UP
,,,0.13105,0.45537,,,,UP
0.000398,,,,,,,,UP
,,,,,,0.422915,0.414912,UP
,,,,,,0.422915,,UP
,4.0,,,0.57706,,,,DOWN
,,0.404255,,,,,,DOWN
,,,,,,,0.414912,DOWN
,,,,,,,,DOWN
,,,,0.537043,,,,DOWN
,,,,,,,0.414912,DOWN
,4.0,0.510638,,0.523951,,0.422915,,DOWN
0.000398,,,,,0.003467,,,DOWN
,,,0.074817,,,,,DOWN
,,0.574468,,,0.003467,,,DOWN
0.000398,4.0,,0.074817,,,,,DOWN
,4.0,,,,,0.422915,,DOWN
,,,0.107752,0.48557,,,,DOWN
0.000398,4.0,0.659574,0.107752,,,,,DOWN
0.000398,,,,,0.003467,,,DOWN
,,,,0.557126,,,,UP
,4.0,,,,,0.422915,0.414912,UP
,4.0,,,0.678667,0.003467,,0.414912,UP
,,,,,,,,UP
,,,0.149664,,,,,UP
,,,,0.608599,,,,UP
,,,,0.578697,,,,UP
,,,,,,,,UP
,,,,0.528265,,,,DOWN
,,,,0.475602,,,,DOWN
,,,0.107752,,,,,DOWN
,4.0,,,,,,,UP
,4.0,,,0.49033,,,,UP
0.000398,,,0.13093,,,0.422915,,UP
,,1.0,0.13093,,0.003467,,,UP
,,,,,,,,UP
0.000442,5.0,0.021277,,0.461619,0.003467,0.422915,,UP
,,,,,,,,UP
0.000442,5.0,,0.090759,,0.003467,,,DOWN
,,,,,,,,DOWN
,,,0.081122,,0.003467,,,DOWN
,,,,0.217197,,,,DOWN
,,,,0.190866,,,,DOWN
,,,,,,,,DOWN
,,,,0.175245,,,0.414912,DOWN
0.000442,,,,,,,,DOWN
,,,,,0.003467,0.422915,,UP
,,,,0.339334,,,,UP
,,,,,,,0.414912,UP
,5.0,,0.044134,,,,,DOWN
,,,,,0.003467,0.422915,,DOWN
,,,,,0.003467,,,UP
,,0.361702,0.13096,,,,,UP
0.000442,,,,,,,,UP
,,,,,,,,UP
0.000442,,,,,0.003467,,0.414912,UP
,5.0,0.446809,,,0.003467,0.422915,,UP
,,,,,,0.422915,0.414912,UP
0.000442,5.0,0.489362,,,,0.422915,,UP
,,,,,,,,UP
,,,,,0.003467,,0.414912,UP
,,,,,,,,UP
,,,0.13105,0.481851,,,,UP
0.000442,,0.595745,0.045214,,,,,DOWN
,,,,,,0.422915,,UP
0.000442,,,0.13105,,,,,UP
,,,0.149634,,,,,UP
,,,,,0.003467,,,UP
,5.0,,0.168338,,,0.422915,,UP
,,,,,,,,UP
0.000442,,,0.092951,,,,,DOWN
,,0.765957,0.149634,0.592086,,,0.414912,UP
0.000442,,,0.13093,,,,,UP
,,,,,,0.422915,,DOWN
,,,,,,,,DOWN
,,,,0.480363,0.003467,,,DOWN
,,,0.076498,,,,,DOWN
,,,,,0.003467,,,DOWN
,,,,,0.003467,,0.414912,DOWN
,,,,,,,,UP
,,,0.090759,,,,,DOWN
,,,0.13093,,0.003467,,,UP
,,,,,,0.422915,,UP
,6.0,,,,,,,DOWN
,6.0,,,,,0.422915,0.414912,DOWN
,,,,,,,0.414912,DOWN
,,,,,0.003467,,,DOWN
,,0.085106,,,,,,DOWN
,,0.106383,,,,,0.414912,DOWN
,,0.12766,,,0.003467,0.422915,,DOWN
,,,,0.153377,,,,DOWN
,,,,,,,,DOWN
,,,,,,0.422915,,DOWN
,,,,0.126897,,,,DOWN
,,,,,,,,DOWN
,,,0.068302,,,,,DOWN
,,,,,0.003467,,,DOWN
,,,,,,,,DOWN
,6.0,,,0.328176,,,,DOWN
0.000487,,,0.084364,,0.003467,,,DOWN
,6.0,,,,,,,DOWN
,,,,,0.003467,,,UP
,,0.404255,,,,0.422915,,UP
,6.0,0.425532,,0.453288,,,,UP
0.000487,,,,,0.003467,,,UP
,,0.468085,,,,,0.414912,DOWN
,,,,,0.003467,,,DOWN
,6.0,,,,,,,DOWN
,6.0,,,,,,,DOWN
0.000487,,,,0.368045,,0.422915,,DOWN
,,0.574468,,0.355995,,,,DOWN
,,,0.07932,,,,0.414912,DOWN
0.000487,,,,,,,,DOWN
,,,,,,,,DOWN
,,,,0.344689,,,,DOWN
,,,,,,,,DOWN
,,,0.085895,,,,0.414912,DOWN
,,,0.07932,,0.003467,,,DOWN
,,,,,,,,UP
0.000487,,0.765957,,0.53734,,,0.414912,UP
,,,,,,,0.414912,UP
,,,,,,,,UP
0.000487,,,,,,,0.414912,UP
,6.0,,,,,0.422915,,UP
,,,0.07932,,,,,DOWN
,,,0.076168,,,0.422915,,DOWN
,,,0.076168,,,,,DOWN
,6.0,,,,,,0.414912,DOWN
0.000487,,0.957447,,,,,,DOWN
,,,,0.381137,0.003467,0.422915,,DOWN
,,1.0,,,,0.422915,,DOWN
,,,,,,,,DOWN
0.000531,,,0.045214,,0.003467,,0.414912,DOWN
,,,,,,,,DOWN
0.000531,7.0,,,,,,,DOWN
,,0.085106,,0.171378,0.003467,,,DOWN
0.000531,,,0.044104,,0.003467,,0.414912,DOWN
,,,,,,,0.414912,DOWN
,,,0.044104,,,,,DOWN
,,0.170213,,,,,0.414912,DOWN
,,,0.06518,,0.003467,,,DOWN
,,,,,,,,DOWN
,,,,,,,,DOWN
0.000531,7.0,,,0.112318,,,,DOWN
,7.0,,,,,,,DOWN
,,0.297872,,,,,,DOWN
0.000531,,0.319149,0.080731,0.207825,,,,UP
,,,,,0.003467,,,UP
,,,,,,,,UP
0.000531,,,0.084064,,,0.422915,,UP
,,,0.080731,,,,,UP
,,,,0.385748,0.003467,,0.414912,UP
,7.0,,0.085895,0.370277,,,,UP
,,,0.085895,,,,,UP
,,,0.084064,0.33859,,,0.414912,UP
,,,,0.327135,,0.422915,,UP
,7.0,,,,,,,UP
,,,,0.292621,,0.422915,,UP
,,,,,,,,UP
,,,,0.261976,,,0.414912,UP
,,,,,,,,UP
0.000531,,,,,,,,UP
,,,0.080731,,,,,UP
,,,,,0.003467,,,UP
0.000531,,,0.071664,,,,,DOWN
,,,,,,0.422915,,UP
,,,,0.491223,,,,UP
,,,,,,,,UP
,,0.787234,,,0.003467,,,UP
0.000531,,,,,0.003467,0.422915,0.414912,DOWN
,,,,,,,,DOWN
,,,0.068302,0.407022,,,,DOWN
,,0.87234,,0.389021,,,0.414912,DOWN
,,,,,0.003467,,,DOWN
0.000531,,,,,0.003467,,,DOWN
,,,0.068302,,,,,DOWN
,,,,,,,,UP
0.000531,,,,,,,0.414912,DOWN
,,,,,,,0.414912,DOWN
,,0.0,,,,0.422915,,DOWN
,1.0,,,,,,,DOWN
0.000575,,,,,,,0.414912,DOWN
0.000575,,,,,,,,DOWN
,,0.085106,,,0.003467,,0.414912,DOWN
,,,,,,,,DOWN
,,,,,,0.422915,,DOWN
,,,,,,,,DOWN
,,0.170213,,0.12288,,,,DOWN
,,,,,,,,DOWN
0.000575,,,,,,,0.414912,DOWN
,1.0,,,,,,,UP
,,,0.088507,,,,,UP
0.000575,,,,0.407766,,0.422915,,UP
,,0.297872,0.045214,,,,0.414912,DOWN
,,,,0.496876,,0.422915,0.414912,DOWN
,,,,,,,0.414912,UP
,,,,,,,,UP
,,,,,,,,UP
,,0.404255,,,,0.422915,,UP
,,,,,,,,UP
,,,,,,,0.414912,UP
,,,,,,,,UP
,,,,,,,0.414912,UP
0.000575,,,0.119731,0.505802,,,,UP
,,,,,,,0.414912,UP
0.000575,1.0,,,,,,,UP
,,,,,,,0.414912,UP
0.000575,,,,,,,,UP
,,,,,,,0.414912,UP
,,,,,,,0.414912,UP
,,,,0.469206,0.003467,0.422915,,UP
0.000575,,,0.121713,,0.003467,,,UP
,,,,0.52291,,,,UP
,1.0,0.723404,,,,,,UP
,,0.744681,,,,,0.414912,UP
,1.0,,,0.6626,,,,UP
,,,0.107001,0.627938,,,,UP
0.000575,,0.808511,0.094272,,,0.422915,,UP
,,,,0.562928,,0.422915,,DOWN
0.000575,1.0,,0.094272,,,,,UP
0.000575,,,,,,,,UP
,,,,0.461619,,,,DOWN
,,,,,,,,UP
,,,,0.458792,,,,UP
,,,,,0.003467,,,UP
,,,,,0.003467,,,UP
,1.0,,,,,,,UP
,,,,,,,,UP
0.000619,,,,,,0.422915,,UP
,,,,0.430675,,,0.414912,DOWN
,,,,,,,,DOWN
,,,,0.312109,,,,DOWN
0.000619,,,,0.261232,,,0.414912,DOWN
,,,,,,,,DOWN
,,,,,,0.422915,,DOWN
,,,0.081122,,,,,DOWN
,,0.191489,,,,,,DOWN
,,,0.087366,0.19637,,,,DOWN
,2.0,0.234043,,,,,,DOWN
,,,,,,,,UP
,2.0,0.276596,0.13105,,,,,UP
,,,,0.471586,0.003467,,0.414912,DOWN
,,,,,,,,DOWN
0.000619,2.0,,,,,,,DOWN
,,,,,,,,UP
,2.0,0.382979,0.128438,,,0.422915,,UP
,,,,0.59759,,,0.414912,UP
,,0.425532,0.122703,,,0.422915,,UP
,,,,,,0.422915,,UP
,,,,0.522612,,,,UP
,,0.489362,,,0.003467,,,DOWN
,,,,,0.003467,,,UP
,,,,,,0.422915,,UP
,2.0,,,,,,,UP
,,,,,,0.422915,,UP
,,,,,,0.422915,,DOWN
,,,,0.467272,,,,DOWN
,2.0,0.638298,,,0.003467,,,UP
,,,,,,,0.414912,UP
0.000619,,0.680851,,,,,,UP
,,,0.149634,,,,0.414912,UP
,,,,,0.003467,,0.414912,UP
,,0.744681,,,,,,UP
,,,0.128438,,0.003467,,,UP
,2.0,,,,,0.422915,0.414912,UP
0.000619,,,0.10523,,,,,DOWN
,,,,0.583309,,0.422915,,DOWN
,,0.851064,0.122703,,,,,UP
,,,,,,0.422915,,DOWN
,2.0,0.893617,,0.492413,,,,DOWN
,,,,,,,0.414912,UP
,,,,,,0.422915,,UP
,,0.957447,,0.489289,,0.422915,,UP
,,,,,,,,UP
0.000619,,,,,0.003467,,,UP
0.000664,,,,,,,,UP
,,,,,,0.422915,,UP
,3.0,,0.095773,,,,0.414912,DOWN
,,,0.088387,0.394674,,,,DOWN
0.000664,,,,0.335019,0.003467,,,DOWN
0.000664,,,0.044224,0.291282,,,,DOWN
,,,,,,,,DOWN
,,0.148936,0.074877,,,,,DOWN
,,,,,,,,DOWN
,,,,0.190866,,,0.414912,DOWN
0.000664,,,,0.22285,,,,DOWN
,,0.234043,,,0.003467,,,DOWN
0.000664,,0.255319,,,0.003467,,,UP
,,,,,,,,UP
0.000664,3.0,,0.044224,,,0.422915,,DOWN
,,,,0.590003,0.003467,,,UP
,3.0,,,0.613359,,,,UP
,,,,0.594912,,,,UP
,,0.382979,,,0.003467,,0.414912,UP
,,,0.168338,,,0.422915,0.414912,UP
,,0.425532,,,,,,UP
,,,,,,,,UP
,,,,,0.003467,0.422915,,UP
,,,,,,,,UP
,,,,,0.003467,,,UP
0.000664,,,,,,,0.414912,UP
,,0.553191,,,,,,UP
,,,,,0.003467,,,UP
,,,,,,,,DOWN
,,,,,,,,DOWN
0.000664,,,,,,,,UP
,,,,,,,0.414912,UP
,,,0.125706,,,,,UP
,3.0,0.702128,,,,,0.414912,UP
,,,0.155878,,,0.422915,,UP
0.000664,,,,,,,,UP
,,,,0.701726,,0.422915,,UP
,,,,,,,,UP
0.000664,3.0,,,,0.003467,,,UP
,,,,,,,,UP
,,,,,,,,UP
0.000664,,,,,,,,UP
0.000664,,,,,,,,UP
,,0.914894,,,,,,UP
,,,,0.487057,,,0.414912,UP
,,0.957447,0.125706,,,,,UP
,,,,,,0.422915,,UP
