word_freq_make,word_freq_address,word_freq_all,word_freq_3d,word_freq_our,word_freq_over,word_freq_remove,word_freq_internet,word_freq_order,word_freq_mail,word_freq_receive,word_freq_will,word_freq_people,word_freq_report,word_freq_addresses,word_freq_free,word_freq_business,word_freq_email,word_freq_you,word_freq_credit,word_freq_your,word_freq_font,word_freq_000,word_freq_money,word_freq_hp,word_freq_hpl,word_freq_george,word_freq_650,word_freq_lab,word_freq_labs,word_freq_telnet,word_freq_857,word_freq_data,word_freq_415,word_freq_85,word_freq_technology,word_freq_1999,word_freq_parts,word_freq_pm,word_freq_direct,word_freq_cs,word_freq_meeting,word_freq_original,word_freq_project,word_freq_re,word_freq_edu,word_freq_table,word_freq_conference,char_freq_%3B,char_freq_%28,char_freq_%5B,char_freq_%21,char_freq_%24,char_freq_%23,capital_run_length_average,capital_run_length_longest,capital_run_length_total,class
,,,,0.0,,0.96,,0.0,1.92,0.96,0.0,0.0,,,0.0,0.0,0.96,,,,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.462,,,1.312,,,1
0.0,,,0.0,,,0.25,,0.0,0.0,0.12,,0.12,0.0,,0.0,0.0,,,,0.77,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.022,0.044,0.0,,,,1.243,11.0,,1
0.0,,,,0.34,,,,,,,,0.0,,,,,1.39,2.09,,,,,,0.0,0.0,0.0,,,,0.0,,,,0.0,,0.0,,,,,,0.0,0.0,,,0.0,,,0.056,,0.786,,,3.728,,,1
0.0,,,,,0.0,0.9,,,,0.9,,,0.0,,,,0.0,,,0.9,,,,,,,,0.0,,,,0.0,,,0.0,,0.0,,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,,25.0,1
,,,0.0,,,,0.35,0.0,,,0.35,0.0,,0.0,,,,,0.0,2.85,0.0,0.35,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,,,0.0,0.102,,,0.0,,,24.0,205.0,1
,,,0.0,,0.0,,,,,,,0.0,,0.0,,,,,,1.27,0.0,0.0,0.42,,,,,,0.0,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.572,,,5.659,55.0,249.0,1
0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,,,0.0,,,,,,,,0.0,0.0,,,0.0,,,0.0,,,,0.0,,31.0,,1
,,,,,,0.0,,0.0,,,,0.0,0.0,,0.0,,0.0,,,2.11,0.0,,,,,,0.0,,,0.0,,,,,0.0,0.0,0.0,,,,,0.0,,,0.0,,0.0,,0.0,,,0.37,0.0,,,,1
,,0.55,,1.11,,,,,,0.0,,,,,,0.37,0.37,3.15,0.0,,0.0,0.0,,,0.0,,,0.0,,,0.0,,,,,0.0,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.455,,,,,,1
0.0,,,0.0,,,0.0,,,,0.0,,0.0,0.0,1.27,0.63,,,,,,,0.31,,,0.0,,0.31,,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,0.0,,,0.0,,0.0,,,0.0,,,186.0,1
0.0,,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,,0.729,0.0,,,,,,23.0,1
,,0.1,,,,,,,0.0,,0.47,,0.0,,,,,2.09,,,0.0,,,,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.1,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,,,,0.25,,,2.569,66.0,,1
,,0.0,0.0,2.94,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,,0.404,0.0,0.809,,0.0,,,,1
,0.0,0.0,0.0,1.16,0.0,0.0,,,,,,0.0,0.0,,1.16,0.0,,,0.0,1.75,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,,0.0,0.667,0.0,,1.131,,,1
,,,,0.0,,,0.0,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,,,0.0,,,0.0,,1.44,,,0.0,0.0,,,0.392,0.196,,,22.0,,1
0.05,,0.1,0.0,,0.05,0.15,,,,,0.47,0.02,0.0,,0.0,,0.13,,,1.57,0.0,,0.0,,,,,0.0,,,0.0,,0.0,0.0,,0.1,0.0,0.0,,0.0,,,0.0,,,,,0.042,0.101,0.016,0.25,,,,,,1
,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,,,,,,0.0,,,0.0,,,0.0,,,,,,,0.0,,,,,,0.0,,0.0,0.0,,,,,,0.0,0.0,,0.0,0.196,,,0.196,,,,82.0,1
,0.0,,,,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,47.0,1
,,0.0,,0.0,0.0,,0.0,,,,,0.0,,,,,,0.0,,0.0,,,,,,,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,4.0,11.0,,1
,0.0,,0.0,0.65,,,,,0.0,,,0.0,0.0,,,,0.0,1.3,,,,,0.65,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,1
1.17,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,,,,0.0,,0.0,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.886,0.0,0.0,,,59.0,1
,,3.03,,,0.0,,0.0,,,,,,,0.0,,,,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,,,,,,0.0,,,,0.0,,0.0,,,0.0,0.0,,,,0.0,0.352,,,,,,,43.0,1
0.0,0.0,,,,,,0.0,,,0.0,,,0.0,,,,0.0,3.51,,2.7,0.0,0.0,0.27,,,0.0,,,,,,,,,0.0,,,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,,,,,,,,89.0,1
0.0,,,,,0.0,,,,,0.0,,0.0,,0.0,,,4.83,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0,0.0,,,,0.302,0.0,,,,1
0.0,,0.0,0.0,,,,0.0,0.0,0.68,,,,0.0,,0.0,0.0,0.0,2.04,0.0,,,,0.0,,0.0,,,,0.0,,0.0,,,,,,0.0,,0.0,0.0,,,,,,0.0,,0.0,0.0,,,0.0,,3.826,30.0,264.0,1
0.0,,2.56,,,0.0,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,0.0,,0.0,0.0,,,,,,0.0,,,0.0,,,,0.0,,,,,,,,,0.0,0.308,,1.543,0.0,0.0,,,25.0,1
0.0,,,0.0,,,,,,,,,0.0,,,2.94,0.0,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,,,0.436,,,0.0,0.0,,,29.0,1
0.0,,0.48,,,0.0,0.48,,0.0,,,,0.0,,0.0,0.48,0.97,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,239.0,1
,,,,,,,,0.0,,,,,,,,0.0,,,0.0,,,,,0.0,0.0,,,,0.0,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.963,,0.0,3.1,61.0,186.0,1
0.0,0.41,,0.0,0.41,,,,,,,,,,0.0,0.41,,,,,1.25,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,,,0.0,0.75,,,,121.0,285.0,1
0.3,,0.0,,0.61,0.92,,,,,,0.3,,,0.0,,,0.3,,,0.61,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,,,,,,0.0,,,,0.0,0.0,,0.0,0.207,,,,,226.0,1
0.0,,,,2.94,0.0,0.0,,0.0,,,,,,0.0,,,,,0.0,,,0.0,,0.0,,0.0,,,,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,0.0,0.335,,0.0,,,0.0,,,28.0,1
0.0,,0.0,0.0,2.94,0.0,0.0,,,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,,,,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,,,,0.355,0.0,,0.0,,4.0,,,1
0.0,0.0,,0.0,1.11,,0.18,,,0.0,,,,0.0,0.18,0.0,0.37,0.37,3.15,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,,,,,,,0.0,,,4.0,68.0,1
0.0,,,,,,0.26,0.52,,,,,,,,,,,,2.08,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,0.073,0.0,,,,2.145,,,1
0.15,0.45,,0.0,,,0.0,1.81,0.6,0.75,,,,0.0,0.3,,,,4.07,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.15,,0.0,0.0,,0.25,,,,0.0,5.301,,774.0,1
,0.0,0.18,,1.57,,0.06,,,0.12,,0.54,0.3,,0.0,0.0,0.72,,4.54,,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,0.0,0.06,,0.0,,0.01,,0.0,0.01,,0.0,,,,1
,,0.99,,,,0.0,,,0.99,,,,,,,0.99,,3.48,0.0,1.99,0.0,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1.468,,94.0,1
,0.3,,,0.05,0.12,,,0.43,,0.25,,,,,,,0.02,3.22,,1.46,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,,,,,,0.0,,,,,,,,193.0,3040.0,1
,,0.26,0.0,,,0.06,,,,,,,0.0,0.26,0.26,0.0,,3.51,0.0,,0.0,,,,0.0,,,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,0.23,0.084,3.887,,,1
,,,,,,0.0,,0.0,,0.0,1.92,,0.0,,,0.0,,1.92,0.0,,,,,0.0,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,2.75,,,1
,0.36,1.09,0.0,0.0,,,,,0.36,0.0,,,0.0,,,0.36,,2.19,2.19,2.19,0.0,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,,,,,,1
,,0.77,,,0.32,0.38,0.0,,,0.0,0.64,,,,,,0.12,1.67,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,0.0,0.0,,0.04,0.03,,,,0.0,1.732,,,1
,,,0.0,0.0,,,0.0,0.0,,0.0,1.26,,,,0.0,,0.0,,,1.26,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,,,1.26,0.0,0.0,0.0,,,0.0,,0.596,0.0,3.833,17.0,,1
,0.36,,,0.0,,,,,0.36,0.0,0.36,,,,,,0.36,,,2.2,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,,,,0.0,,0.0,0.111,,0.5,,0.0,,,176.0,1
,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,1.08,,,1.08,,2.17,0.0,,,,0.0,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,0.0,,,0.0,,,,0.0,,,106.0,1
0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,0.0,1.04,0.0,,,,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,,,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,,0.0,,,,,59.0,146.0,1
,,,,,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,3.642,,51.0,1
0.0,0.45,0.45,0.0,0.45,,,0.0,,,0.0,,0.0,,,,,0.91,,,,0.0,,0.0,,,,,,,,0.0,,0.0,0.0,,,,,0.0,,0.0,0.0,,,0.0,,,0.0,,,1.501,,0.0,2.777,,,1
0.0,,1.68,0.0,0.42,,0.0,0.0,,0.0,0.0,0.42,,,,0.42,,,,0.0,1.68,,,0.0,0.0,,,,,0.0,,0.0,,,0.0,,,0.0,,,,0.0,0.0,,,,,0.0,,0.066,,0.669,,,,,,1
,0.59,,,,0.0,0.59,0.0,,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.257,,0.0,0.0,0.0,,66.0,,1
,,,0.0,0.23,,,0.0,0.0,0.0,,,0.0,,,0.23,0.23,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,0.71,0.0,,,0.043,0.043,0.0,,,0.0,1.294,11.0,,1
,,,,,0.0,0.93,0.93,,,,,0.0,0.0,,1.39,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,0.0,,0.0,0.069,,0.0,,,0.069,,,75.0,1
0.0,0.34,,0.0,,,,,,,,0.0,0.0,0.0,,,0.0,,,,,,,,0.34,,0.0,,,,,,,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,,0.0,,0.048,,0.0,,,,1
,,,0.0,1.32,0.36,,0.36,0.0,0.0,,0.72,0.0,,,,0.0,0.0,,0.0,3.01,,,,0.0,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,,,0.019,,,,34.0,,1
0.66,,,,,0.0,,,0.0,0.66,,,0.0,0.0,,1.98,,,1.32,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,2.205,,,,34.0,,1
0.0,,0.48,,,,0.48,0.0,0.0,0.97,0.48,0.0,0.0,,0.0,,0.0,,,,,0.0,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.48,,,0.0,,,,,0.0,0.0,,0.0,0.589,,,,,,1
,0.0,,,,,1.47,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,1.214,,17.0,1
0.3,0.0,,,,,,,0.0,,,,,,,2.15,0.61,,,,,,0.0,,,,,0.0,0.0,0.0,,,,0.3,,,,,0.0,,0.0,0.0,0.0,0.0,0.3,,,,0.0,0.1,0.0,,,,,66.0,,1
,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,0.0,1.96,0.0,,,0.0,,,,,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,0.0,,0.0,,0.201,,,0.1,0.0,,59.0,141.0,1
,0.0,,,,,2.53,1.26,1.26,,1.26,1.26,,,,,5.06,0.0,,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,0.0,0.0,,287.0,,1
,,0.53,0.0,0.53,,,0.0,0.0,,,,0.0,0.0,,0.53,,,1.6,,,,0.0,,0.0,,,,,,0.0,,,,,,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.877,0.0,,,,,1
0.0,0.44,,,0.44,,,,0.0,,0.0,,,0.0,,0.44,,0.89,,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.44,,,,0.0,,,0.807,,0.0,,,281.0,1
0.0,0.46,,0.0,,0.46,0.46,,,0.0,,0.46,0.0,,,,,,,0.0,1.38,,,,,,0.0,,,0.0,,0.0,0.0,,0.0,,,0.0,,0.46,0.0,,,,,,,,,,,,,,2.156,13.0,,1
,,,,1.44,,,,,,,,,0.0,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,0.081,,,,,5.13,,,1
,0.94,0.94,,,0.0,0.0,0.0,,0.94,0.0,,0.0,,,2.83,0.0,,,,0.94,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,,26.5,,318.0,1
,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,1.18,,,,,0.0,,0.0,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.082,,,16.0,,1
,0.18,,,0.18,,0.0,0.25,,,,1.51,0.31,,0.0,,,,2.96,,,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.06,0.0,0.0,,0.0,,,,,0.437,,,3.675,,,1
,0.41,,0.0,1.67,,,,,1.04,,,0.2,0.0,0.0,0.83,,,,0.0,,,0.62,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,15.0,175.0,1
0.0,,,,,0.0,0.0,,0.0,,0.0,,,,,,,5.26,,0.0,,,0.0,,0.0,,,,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,1.666,5.0,10.0,1
0.0,0.0,0.0,,,,0.0,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,0.0,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,114.0,1
0.0,,0.23,0.0,,,0.23,,,0.95,0.0,,,,0.0,,0.95,0.0,2.38,,1.9,0.0,0.0,,0.0,,,,0.0,,0.0,,,,,0.23,0.23,,0.0,,0.0,0.0,,,,,,0.0,,0.123,,0.197,0.0,,,280.0,519.0,1
,,,0.0,,,0.0,,0.0,0.0,0.72,,0.0,,0.0,,,0.72,1.45,,,,0.72,,0.0,0.0,,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,,0.0,0.123,,,,0.0,,,61.0,1
,,1.28,0.0,,,,,0.0,,,0.0,,0.0,0.0,,,,2.56,,,,1.28,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,,0.724,0.0,0.0,3.071,,43.0,1
0.0,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,0.0,,,,,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.278,0.0,,0.0,,5.13,,,1
0.0,,,,1.4,,,,0.0,0.93,,,,,,,,0.0,,0.46,1.4,,0.0,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.46,0.0,0.0,,,,,0.0,,0.0,,0.0,,0.214,0.0,,,,1
0.0,,,,,,0.0,,,,,,,,,0.38,0.0,0.38,,0.0,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,0.061,0.061,0.0,1.775,,,1
,0.79,,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,,3.96,0.0,1.58,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,0.268,,0.0,,,,1
,0.06,0.47,0.0,,,0.0,,0.67,,0.0,,,,,,,,,,1.21,0.0,,0.06,,,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,0.021,0.107,,0.096,,0.01,,,845.0,1
,,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,1.153,,,,0.0,3.8,23.0,,1
,,1.12,,,0.0,,,0.0,,,,,,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,,,,,0.0,,0.0,,,0.25,,,,,4.974,,194.0,1
,,,,0.05,0.13,,,,0.76,,0.97,0.58,,,0.26,0.44,0.0,,,1.5,0.0,1.05,0.34,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.004,0.066,,,0.764,0.159,,,3038.0,1
,,0.29,,,,,,0.56,,,0.67,,1.23,0.03,0.22,,,3.43,,1.53,,0.59,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,0.075,,0.613,0.532,,,,2453.0,1
,0.44,,,,0.03,0.03,,,,0.29,,,,,,,,,,1.53,0.0,,0.63,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0,,0.075,,,,0.137,,,,1
,,,0.0,,,0.0,0.46,,,0.0,1.38,,0.0,2.31,0.0,0.46,,,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,,0.0,0.494,0.0,,0.823,,3.4,,,1
0.0,,0.46,,0.0,0.0,,,0.0,,0.46,0.0,,,0.0,,,1.4,1.87,,,,0.46,,0.0,,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,,32.0,91.0,1
0.0,0.35,,,0.35,,,0.0,,0.0,0.0,0.7,,,,,0.0,,2.11,,,,,0.0,0.0,,0.0,,0.0,,,,0.0,,,0.0,,0.0,,,,,,0.0,,0.0,0.0,,,0.122,0.0,,,0.0,,61.0,,1
0.0,,0.43,,0.43,,,0.0,,,0.0,0.43,0.0,0.0,,0.43,0.0,,,0.0,,,0.0,,,0.0,,0.0,,0.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,2.81,,,1
0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,0.0,,0.6,,,1.21,,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,,,,,0.0,,,,,0.0,,0.0,,0.518,0.414,,,,,,,1
,,1.24,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,,3.73,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,,0.0,,,0.41,,,,0.0,,,0.461,,,,,,1
,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,,,,,,0.0,,,0.0,,,0.0,0.0,,0.0,,,,,,,,,,,,0.38,,0.0,,,,1
0.0,,,,0.0,0.64,0.0,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,0.662,,0.0,10.068,,,1
