word_freq_make,word_freq_address,word_freq_all,word_freq_3d,word_freq_our,word_freq_over,word_freq_remove,word_freq_internet,word_freq_order,word_freq_mail,word_freq_receive,word_freq_will,word_freq_people,word_freq_report,word_freq_addresses,word_freq_free,word_freq_business,word_freq_email,word_freq_you,word_freq_credit,word_freq_your,word_freq_font,word_freq_000,word_freq_money,word_freq_hp,word_freq_hpl,word_freq_george,word_freq_650,word_freq_lab,word_freq_labs,word_freq_telnet,word_freq_857,word_freq_data,word_freq_415,word_freq_85,word_freq_technology,word_freq_1999,word_freq_parts,word_freq_pm,word_freq_direct,word_freq_cs,word_freq_meeting,word_freq_original,word_freq_project,word_freq_re,word_freq_edu,word_freq_table,word_freq_conference,char_freq_%3B,char_freq_%28,char_freq_%5B,char_freq_%21,char_freq_%24,char_freq_%23,capital_run_length_average,capital_run_length_longest,capital_run_length_total,class
,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,70.0,1
0.0,,,,,0.31,,,0.31,0.0,,0.63,,,,,,,2.22,,,0.0,,,0.0,,0.0,0.31,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,186.0,1
,,0.0,,,,0.0,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,0.0,,,,,,0.0,,,,,0.729,0.0,0.0,,,,1
,,,,,,,,,,,,,,,,,0.13,,,,,0.05,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.101,0.016,,,,,66.0,2259.0,1
,,,,,,,0.0,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,0.0,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,0.809,,0.0,,,,1
,,0.0,0.0,,,,,0.0,,,,,,,,,,1.16,0.0,,,,,0.0,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,1.131,,,1
,,,,0.0,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,0.0,0.0,,,0.0,,,,,1.44,,,,,,,,0.196,0.0,,,82.0,1
,,,,,,,0.02,,,,,,0.0,0.0,0.0,,,,,,,0.05,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,,,,,,,,0.016,,,,,66.0,2258.0,1
,,,,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,0.392,,,,,,1
0.0,,0.0,,,,1.66,,,,0.0,,,,,,,0.0,,0.0,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,2.611,,,1
,0.0,,0.0,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,0.352,0.0,0.352,,,4.0,,,1
0.0,,,,,,0.65,,0.0,,,,,,,,,,,,1.3,0.0,,0.65,,,,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,59.0,1
,,3.03,,0.0,,0.0,0.0,,0.0,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,2.112,,,3.909,11.0,,1
,,0.0,0.0,,,,0.0,0.0,,,,,,,,,,3.51,,,0.0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,1
,,,,,,,,,,,,0.0,,,,,,4.83,,0.0,,,,,,0.0,,0.0,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,1
,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.68,,0.0,,0.0,,,0.68,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,,,1
,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.308,,,0.0,,,6.0,,1
,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,0.436,,,,,,12.0,,1
,,0.48,,1.46,,,,0.0,,,,,0.0,,,0.97,,,0.0,,0.0,0.48,,,,,,,0.0,,,0.0,,,0.0,,0.0,,,,,0.0,,,,0.0,,,,,,,,,78.0,,1
,,,,,0.0,,,,0.0,0.0,,,,,,,,,,0.97,,,0.0,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,0.963,,0.0,,,,1
,0.41,,,0.41,,,,,0.0,,0.41,,0.0,,,,0.83,,,,,0.0,,0.0,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,1
0.3,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,,,,,0.0,,,,,0.0,,0.051,0.0,,,,,,,1
,,,,,,0.0,,0.0,0.0,,,,,0.0,2.94,,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,1
,,0.0,,,0.0,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,0.0,,,0.0,,,0.0,,,,,,0.0,,,,,,0.0,,0.355,,0.0,0.711,,,,12.0,,1
,,,,,,0.18,0.0,,0.0,,,,,,,0.37,,3.15,,0.92,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,1
,,,,,,,,,,,0.52,,,0.0,0.26,1.56,,,2.08,,,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,0.073,,,,,,38.0,,1
0.15,0.45,,,,,,,,,0.0,,0.3,,0.3,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,0.0,0.15,,,,,0.25,,,,0.0,5.301,130.0,,1
,,0.18,,,,,,,,,,,,,,,,,,1.09,,0.84,0.06,,,0.0,,,,,,,,,,,,,0.0,,,,,0.06,,,,,,,,,0.0,,,442.0,1
,,,,,,,,,,,,,0.0,,,0.99,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,1.468,,,1
,,,,,,,,,,0.25,,0.56,,,,0.43,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,5.891,,,1
0.46,,,,0.0,,,0.33,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,,,0.0,,,,0.036,,,,,,,,,1
,,,,1.92,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,1
,,,0.0,,,,,,0.36,0.0,,,0.0,,,0.36,,,2.19,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,0.332,,,,179.0,1
,,,,,,,,,,0.0,0.64,,0.0,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,,,,,,1
,1.26,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,1
0.73,,,,,,0.73,,0.36,,0.0,,,,,,,0.36,,,,0.0,1.83,,0.0,0.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.111,,,,0.0,,,,1
,,,,0.0,,,,,,,,,,,1.08,,0.0,1.08,,,,,0.0,,,,,,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,2.0,,,1
0.0,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,0.0,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,1
,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,0.0,,,,,,0.0,,,0.0,0.91,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0.0,,2.777,,200.0,1
0.0,0.42,1.68,,,,,,,,,0.42,0.0,,0.0,,0.0,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,121.0,,1
,,,,0.0,,,0.0,,0.59,,,,,,0.0,0.0,,,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,1
0.23,0.0,,,,,,,,0.0,,,,,0.0,0.23,0.23,,,,,,,,0.0,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,1
,,,,,,,,,,,,,,0.0,1.39,,,0.93,,,0.0,,,,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,,,8.0,,1
,0.34,,,,,,,0.0,,,0.0,,,,,,1.36,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,0.0,,,,,0.048,,,,,1
,,,,,,0.0,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.019,,,,,1
,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,1
0.0,,,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,0.48,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,0.0,,0.0,,0.294,,,,194.0,1
,,,,0.0,0.0,1.47,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,0.0,,,,,,,,1
,,,0.0,0.0,,,,,,,,,0.3,,,,,,0.0,,0.0,,,,,,,0.0,,,,,0.3,,,,,,,,,,,,,,,0.0,0.1,,,,,,,303.0,1
0.0,,0.0,,,,,,0.0,,,,,0.0,0.0,,,,,,,0.0,,,0.0,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,0.201,,0.0,,,,,141.0,1
,,,,,,,1.26,,,,1.26,,,,,,0.0,,,,0.0,,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,0.0,,,0.0,,,0.0,72.5,,290.0,1
,,,,,,,,,,,,,0.0,,,,1.06,,,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,,,,,,,0.0,,0.0,,,,,,0.877,,,,,,1
0.0,0.44,,0.0,,,,0.0,,,0.0,0.44,,0.0,,,,0.89,,0.0,1.34,,,,0.0,0.0,,,,0.0,,,,,,0.0,,,0.0,,,,,,,,,,,0.073,,,,,,,,1
,,,,,,,0.0,,,,0.46,,,,,,0.92,,,1.38,,0.46,,,,0.0,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,0.0,0.0,,,,,,,1
0.0,,,,,,,,,0.0,,,,,,,0.96,,2.41,,,,,,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,,,,,0.0,,,,,0.0,,,,1
,,0.94,,0.0,0.0,,,,,,,,0.0,,,,,,0.0,0.94,,1.88,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,0.0,0.0,,,,26.5,,,1
,,,,,,,,,0.0,,,,,,,,0.59,4.14,,,,,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,,,0.082,0.0,2.325,16.0,100.0,1
,,,,0.18,,,,,,,,,0.37,,,0.44,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,0.06,0.0,,,,,,,,,,,,,,1
,,0.2,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,,,,,15.0,175.0,1
,,,,0.0,,,,,,,,,,,,,5.26,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,0.0,,,0.0,,,0.0,,0.0,0.338,,,,,1
,,,,,,,0.0,,,,,,0.0,,0.0,0.0,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,0.0,,,114.0,1
,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,,0.197,,,5.038,,519.0,1
,0.72,,0.0,,0.0,,,0.0,0.0,,,0.0,,,,,,,,,0.0,0.72,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,,,0.0,0.0,,,0.0,0.495,,0.0,,,61.0,1
,0.0,1.28,,,,0.0,,0.0,,,0.0,,,,1.28,,0.0,,,,,1.28,,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,,,0.0,,,,,,,,,,,3.071,,,1
,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.278,0.0,,0.0,,,,118.0,1
,,0.46,,,,,1.86,,0.93,,,0.0,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,213.0,1
,,,0.0,,,,,,,,,,,,,,,,0.0,2.3,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.061,,,,20.0,,1
,,,,,,,,,,,,,,,,,,3.96,,,,0.0,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,0.268,0.0,0.0,,,,1
,,,0.0,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,1
,,,,,,0.0,,0.0,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,1
,,,,2.24,,,,,0.0,,,0.56,,,,,,,,1.68,0.0,,0.0,0.0,,,0.0,,,0.0,,0.0,,,0.0,,0.0,,,,,,0.0,,,0.0,,,,,,,,,,194.0,1
,,,,,0.13,,,0.44,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,0.0,,,,0.0,0.0,,,,,,0.0,,,,,,,,193.0,,1
0.59,0.44,,,0.14,,,,,0.67,,,0.59,,0.03,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,0.0,,,,,,0.0,,0.0,,0.0,,0.532,,,,2453.0,1
,,,0.0,,,,,,,,0.67,,,,,,,,,1.53,,,,0.0,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,0.0,,0.07,0.0,0.0,,,,,,,,7.3,,,1
,,,,,,,,,,,,,,2.31,,0.46,,,,,0.0,1.38,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,,,,0.494,,,,,,,,1
,,,0.0,,,,,,,,,,,,,0.0,,,,,0.93,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.0,,2.676,32.0,,1
,,0.7,,,,,,,,,,,,,,,0.7,,0.0,1.4,0.0,,,0.0,,,,0.0,,0.0,,,,,0.0,,,,,,0.0,,,,,,,0.0,0.122,,,,,,61.0,,1
,,0.43,,,0.0,,0.0,,,,,,,0.0,,,0.86,,0.0,0.86,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,2.81,,,1
,,0.0,,,0.6,,,,,,0.0,,,,0.6,,,,,,0.0,,0.0,0.0,,,0.0,,0.0,,,,,,,0.0,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,3.73,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,0.0,,,,,,3.166,19.0,,1
,,,,,0.0,0.7,,0.0,0.0,,,,,,,,,4.96,0.0,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,0.38,,,,,,1
,0.0,,,,,,,0.0,,,0.0,,,,,,,2.59,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,10.068,,,1
,,,,,0.0,0.0,,0.0,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.305,0.611,,,,,5.5,,,1
,,,0.0,,,,,0.0,,,,0.0,0.0,0.0,,,,2.59,,,,0.64,0.0,,,,,,,,,,,,0.0,0.64,,0.0,,,,,,,,0.0,,0.094,,,,,,,,,1
,,,,0.0,0.0,,,,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,,,,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.611,,,,,,,,1
0.0,,,0.0,,,,,,0.0,,,,0.0,0.0,,0.0,,,,,,0.64,,0.0,,,0.0,,,,,0.0,,,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,,,292.0,1
,,,,,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,1
,,,0.0,,0.79,,,0.0,,,0.0,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,,,,,0.0,,,,0.79,,,,,,,,0.0,,,,,,,0.462,,,,,,1
,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,,,0.0,,3.33,,0.0,,0.0,,0.0,0.0,,,,0.0,,0.611,,,,,,,,1
,,,0.0,,0.0,,,,,,1.96,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,0.0,,60.0,,1
,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,0.0,0.0,,,,,,,,0.0,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,,36.0,1
0.0,,,0.0,0.0,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,,0.0,,0.0,,,,1
0.0,,,,,,,,,,,0.38,,,,,,,,,,,,,0.0,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,,,0.177,,3.836,,,1
0.0,,,,,0.0,,,,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,,,0.0,0.0,,1.238,6.0,,1
,,0.63,,,,,0.5,,,,,,,0.0,0.25,,,,,,,,0.12,0.0,,,,,,,,,0.0,0.0,,,,,,,,0.12,,,,,,,,,,,,,,507.0,1
,,,,,0.0,0.0,,,,,,,,,,,,,,1.53,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,0.0,0.15,,,0.05,,,,,,,,,,,,,,,,0.0,,0.05,,0.0,,,0.0,,,,,,,,,1
,0.3,0.4,0.0,,,0.0,,,,,0.3,,,,,,,,,,,,0.2,,,,,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,0.0,,0.118,,2.379,96.0,,1
,,0.0,,,,2.56,1.28,,,,,,,,,,,,,5.12,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,304.0,,1
,,0.55,,2.23,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,,0.248,,1.158,,,,,,1
0.05,,,,,,0.0,,,,0.0,,,0.0,0.05,,,,,,,,,,,0.05,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,0.054,,,2.37,,,1
0.05,0.3,,0.0,,,,,,,,,,,0.05,,,0.5,,,,,,,,0.05,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,0.054,,,2.379,,,1
0.5,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,,0.0,0.0,,,,,,0.011,,,0.335,,,,,,1
,0.32,0.8,,,,,,0.0,0.48,,0.0,0.16,0.0,,,,,,0.16,,,,,0.0,,,0.16,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.024,0.049,,,982.0,1
,,,,,,0.3,,,,0.0,,0.0,,,,,,,0.0,,,0.61,,,0.0,0.0,,0.0,,0.0,,,,,0.0,,,,,,,,,,0.0,,0.0,,,,,,,,49.0,278.0,1
,,0.67,,,,,,,,,1.51,0.0,0.0,,0.0,,,,,,,,0.33,,,0.0,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,0.0,,101.0,,1
,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,0.0,,,0.0,,,,0.0,0.5,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,1
0.0,,,,,,0.59,,,0.0,,,,,,,,,,,1.19,,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,,,0.0,,,,0.427,,0.0,,,,1
,,0.0,,,,,1.2,,,,0.8,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1
,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.41,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,0.0,,,,32.142,,450.0,1
,0.0,,,,0.0,,,0.0,,0.0,,,,,0.38,,0.0,3.04,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,1
,,,,0.4,,0.4,0.4,,,,,,,,,,,4.0,0.0,,0.0,,0.4,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,0.0,,0.121,,,1.979,12.0,,1
,0.0,1.12,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,0.0,,,0.0,,,0.56,,,,,,,,,,,,,1
,,0.8,0.0,1.44,,0.16,,,,,,0.8,,0.0,,,,1.6,,,0.0,,0.0,,0.0,,,,,,0.0,,,,,,,,,0.0,,0.0,,,,,,,,,,,,1.891,,174.0,1
,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,0.0,,,0.0,2.53,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,1.26,0.0,,,,,0.0,,,,,25.0,,1
0.0,0.39,,,0.19,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,1
0.0,,0.39,0.0,,,,,,,,,,,,,,,,,,,0.19,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1.0,,,,0.66,,,0.0,0.0,,,,,,,,,,,0.0,,,,,0.0,,,,0.0,,0.0,,,0.0,,,,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,,,,5.428,,,1
0.0,,,,,,,,,,0.0,,,0.0,,,0.0,1.49,,0.0,1.49,,,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,,,,1
0.0,,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,0.0,,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,,,,0.0,0.0,,,11.0,,1
