date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
0.000487,,0.489362,,,,,,DOWN
0.000487,,,0.084364,,,,,DOWN
,,,0.07932,,0.003467,0.422915,0.414912,DOWN
,,,,,,0.422915,0.414912,DOWN
,6.0,0.574468,0.07932,0.355995,,0.422915,,DOWN
,,,,0.347813,0.003467,,,DOWN
,,,,,,,0.414912,DOWN
,6.0,,,0.338292,,,0.414912,DOWN
,6.0,0.659574,0.084364,,,,0.414912,DOWN
,6.0,,,0.356442,0.003467,,0.414912,DOWN
0.000487,6.0,0.702128,,0.405385,0.003467,0.422915,,DOWN
,6.0,0.723404,,,,0.422915,,DOWN
,6.0,0.744681,,,,,0.414912,UP
